index	id	category	image	question	answer	A	B	C	D
96	perceptual_Restoration_5	perceptual	images/perceptual_restoration/perceptual_Restoration_5.jpg	What are the two English words on Batman's forehead?	How are				
97	perceptual_Restoration_6	perceptual	images/perceptual_restoration/perceptual_Restoration_6.jpg	What is the last word at the end of the first line of the document?	lacinia				
98	perceptual_Restoration_7	perceptual	images/perceptual_restoration/perceptual_Restoration_7.jpg	How many blue circular images are on the small wooden house in the distance behind the mushroom in the picture?	D	5	8	3	10
99	perceptual_Restoration_8	perceptual	images/perceptual_restoration/perceptual_Restoration_8.jpg	What is the sign on the board to the right of the house?	A	No Entry	No Left Turn	No Parking	No U-turn
100	perceptual_Restoration_9	perceptual	images/perceptual_restoration/perceptual_Restoration_9.jpg	What is the white object in the upper left corner of the screen?	B	Foam board	Chair	Fence	Low wall
101	perceptual_Restoration_10	perceptual	images/perceptual_restoration/perceptual_Restoration_10.jpg	How many chairs are in the upper right corner of the screen?	B	5	4	3	6
102	perceptual_Restoration_11	perceptual	images/perceptual_restoration/perceptual_Restoration_11.jpg	What is the text at the bottom of the telescope barrel?	SKY WATCHER				
103	perceptual_Restoration_12	perceptual	images/perceptual_restoration/perceptual_Restoration_12.jpg	How many books are in the first compartment of the top left row of the cabinet placed upright normally?	D	7	8	9	10
104	perceptual_Restoration_13	perceptual	images/perceptual_restoration/perceptual_Restoration_13.jpg	What is the color of the scarf that fell under the chair?	A	Purple	Red	Brown	Black
105	perceptual_Restoration_14	perceptual	images/perceptual_restoration/perceptual_Restoration_14.jpg	What is the brand of the TV in the picture?	C	Hisense	Panasonic	SAMSUNG	Dell
106	perceptual_Restoration_15	perceptual	images/perceptual_restoration/perceptual_Restoration_15.jpg	Which of the four major oceans is facing us on the globe?	C	Indian Ocean	Atlantic Ocean	Pacific Ocean	Arctic Ocean
107	perceptual_Restoration_16	perceptual	images/perceptual_restoration/perceptual_Restoration_16.jpg	What is the color of the machine in the upper right corner of the image?	D	Black	White	Brown	Red
108	perceptual_Restoration_17	perceptual	images/perceptual_restoration/perceptual_Restoration_17.jpg	On the globe, which continent is facing us?	A	Eurasia	North America	Africa	Antarctica
109	perceptual_Restoration_18	perceptual	images/perceptual_restoration/perceptual_Restoration_18.jpg	What is inside the transparent cup?	B	Storage bag	Lavender aroma	Scented candle	Potted plant
110	perceptual_Restoration_19	perceptual	images/perceptual_restoration/perceptual_Restoration_19.jpg	What are the first three letters of the text on the bag on the tire?	SIG				
369	perceptual_Restoration_20	perceptual	images/perceptual_restoration/perceptual_Restoration_20.jpg	How many dolls are in the picture?	A	4	5	2	3
370	perceptual_Restoration_21	perceptual	images/perceptual_restoration/perceptual_Restoration_21.jpg	What material is the cup on the bedside table on the right made of?	B	Ceramic	Glass	Plastic	Metal
371	perceptual_Restoration_22	perceptual	images/perceptual_restoration/perceptual_Restoration_22.jpg	How many 10-yuan RMB notes are in the picture?	D	5	4	2	3
372	perceptual_Restoration_23	perceptual	images/perceptual_restoration/perceptual_Restoration_23.jpg	How many shoes are on the ground?	C	3	1	4	2
373	perceptual_Restoration_24	perceptual	images/perceptual_restoration/perceptual_Restoration_24.jpg	How many green balls are on the top layer?	A	2	3	1	4
374	perceptual_Restoration_25	perceptual	images/perceptual_restoration/perceptual_Restoration_25.jpg	How many players from the red team are in the picture?	D	6	9	7	8
375	perceptual_Restoration_26	perceptual	images/perceptual_restoration/perceptual_Restoration_26.jpg	How many colors are there in the options on the spinning wheel?	B	2	4	3	1
376	perceptual_Restoration_27	perceptual	images/perceptual_restoration/perceptual_Restoration_27.jpg	How many people are sitting on the chair in the picture?	C	3	2	4	1
377	perceptual_Restoration_28	perceptual	images/perceptual_restoration/perceptual_Restoration_28.jpg	Which country is the scene in the picture located in?	D	France	China	USA	UK
378	perceptual_Restoration_29	perceptual	images/perceptual_restoration/perceptual_Restoration_29.jpg	Is the car in the picture moving to the left or to the right?	A	Right	Left		
379	perceptual_Restoration_30	perceptual	images/perceptual_restoration/perceptual_Restoration_30.jpg	How many cats are in the picture?	C	3	1	4	2
380	perceptual_Restoration_31	perceptual	images/perceptual_restoration/perceptual_Restoration_31.jpg	What is the pattern on the cup on the far right of the table?	B	Feathers	Flowers	Bamboo	Leaves
381	perceptual_Restoration_32	perceptual	images/perceptual_restoration/perceptual_Restoration_32.jpg	What is the beige item to the left of the computer case?	A	Telephone	Tissue box	Cup	Toaster
382	perceptual_Restoration_33	perceptual	images/perceptual_restoration/perceptual_Restoration_33.jpg	What gesture is the person in the blue top making?	C	Heart gesture	Thumbs up	Peace sign	Middle finger
383	perceptual_Restoration_34	perceptual	images/perceptual_restoration/perceptual_Restoration_34.jpg	How many boats are in the picture?	B	3	5	6	4
384	perceptual_Restoration_35	perceptual	images/perceptual_restoration/perceptual_Restoration_35.jpg	How many red cars are in the picture?	D	3	1	4	2
385	perceptual_Restoration_36	perceptual	images/perceptual_restoration/perceptual_Restoration_36.jpg	How many sanitation workers are in the picture?	D	2	3	1	4
386	perceptual_Restoration_37	perceptual	images/perceptual_restoration/perceptual_Restoration_37.jpg	What is the direction of the airplane's flight in the picture?	B	Up	Right	Left	No airplane
387	perceptual_Restoration_38	perceptual	images/perceptual_restoration/perceptual_Restoration_38.jpg	How many glass cups are on the table?	A	3	0	1	2
388	perceptual_Restoration_39	perceptual	images/perceptual_restoration/perceptual_Restoration_39.jpg	After going up the steps, what items are placed on the table in the distance?	C	Bananas	Lemons	Oranges	Pomelos
389	perceptual_Restoration_40	perceptual	images/perceptual_restoration/perceptual_Restoration_40.jpg	What is depicted in the four photo frames hanging on the wall to the right?	C	Poetry	Landscape paintings	Portraits	Buildings
390	perceptual_Restoration_41	perceptual	images/perceptual_restoration/perceptual_Restoration_41.jpg	How many people wearing red helmets are in the picture?	A	1	0	2	3
391	perceptual_Restoration_42	perceptual	images/perceptual_restoration/perceptual_Restoration_42.jpg	What is the man to the right of the person in pink clothing doing?	B	Running	Walking while pushing a stroller	Standing still	Walking alone
392	perceptual_Restoration_43	perceptual	images/perceptual_restoration/perceptual_Restoration_43.jpg	What is the material of the item placed in the middle of the top layer of the highest shelf on the right?	D	Glass	Ceramic	Metal	Plastic
393	perceptual_Restoration_44	perceptual	images/perceptual_restoration/perceptual_Restoration_44.jpg	How many white ducks are in the picture?	A	6	5	3	4
394	perceptual_Restoration_45	perceptual	images/perceptual_restoration/perceptual_Restoration_45.jpg	What is the normal orientation of the car?	B	Down	Right	Up	Left
395	perceptual_Restoration_46	perceptual	images/perceptual_restoration/perceptual_Restoration_46.jpg	What action is the person in the distance doing?	D	Resting	Standing	There is no person in the picture	Taking photos
396	perceptual_Restoration_47	perceptual	images/perceptual_restoration/perceptual_Restoration_47.jpg	How many pieces of bread are on the table?	C	1	2	4	3
397	perceptual_Restoration_48	perceptual	images/perceptual_restoration/perceptual_Restoration_48.jpg	How many taxis are in the picture?	B	21	19	17	15
398	perceptual_Restoration_49	perceptual	images/perceptual_restoration/perceptual_Restoration_49.jpg	How many trains are in the picture?	D	2	0	1	3
399	perceptual_Restoration_50	perceptual	images/perceptual_restoration/perceptual_Restoration_50.jpg	How many cars are in the picture?	C	3	2	1	0
111	spatial_1	spatial	images/spatial/spatial_1.jpg	What is the angle of inclination of the pencil in the image closest to which of the following ranges?	B	9-11 degrees	7-9 degrees	11-13 degrees	5-7 degrees
112	spatial_2	spatial	images/spatial/spatial_2.jpg	Did the bullet hole in the picture hit the center of the target completely?	Yes				
113	spatial_3	spatial	images/spatial/spatial_3.jpg	Is the floor in the picture north-south or east-west oriented?	C	It is uncertain	East-west	North-south	
114	spatial_4	spatial	images/spatial/spatial_4.jpg	Which of the person wearing green clothes and the person wearing white clothes with black hair is closer to the bus?	A	The person wearing white clothes with black hair	It is uncertain	The person wearing green clothes	
115	spatial_5	spatial	images/spatial/spatial_5.jpg	What color is the ball that is the third farthest from the black ball on the billiard table?	D	Red	Orange	Blue	White
116	spatial_6	spatial	images/spatial/spatial_6.jpg	What is the color of the ball closest to the black ball on the pool table?	B	White	Blue	Orange	Pink
117	spatial_7	spatial	images/spatial/spatial_7.jpg	What is the color of the ball in the bottom left corner of the pool table?	D	White	Green	Blue	Purple
118	spatial_8	spatial	images/spatial/spatial_8.jpg	What is the color of the ball closest to the left of the white ball on the pool table?	A	Purple	Black	Blue	Orange
119	spatial_9	spatial	images/spatial/spatial_9.jpg	How many real bottled drinks are above the table?	C	1	0	2	3
120	spatial_10	spatial	images/spatial/spatial_10.jpg	How many real drinks are above the table?	D	3	0	1	2
121	spatial_11	spatial	images/spatial/spatial_11.jpg	How many real beverages are above the table?	A	5	4	7	6
122	spatial_12	spatial	images/spatial/spatial_12.jpg	How many real bottled drinks are above the table?	C	3	0	2	1
123	spatial_13	spatial	images/spatial/spatial_13.jpg	How many oranges are in the orange area above the table?	B	3	2	4	1
400	spatial_14	spatial	images/spatial/spatial_14.jpg	Divide the image into four quadrants, in which quadrant is the diagonal intersection point of the red mouse pad located?	A	First quadrant	Fourth quadrant	Third quadrant	Second quadrant
401	spatial_15	spatial	images/spatial/spatial_15.jpg	Is the diagonal intersection point of the red and white sign on the left or right side of the road edge?	B	Left side	Right side		
402	spatial_16	spatial	images/spatial/spatial_16.jpg	Divide the image into four quadrants, in which quadrant is the center of the moon located during a full moon?	C	Third quadrant	First quadrant	Second quadrant	Fourth quadrant
403	spatial_17	spatial	images/spatial/spatial_17.jpg	What is the angle between the extended lines of the two tracks?	D	105 degrees	60 degrees	75 degrees	90 degrees
404	spatial_18	spatial	images/spatial/spatial_18.jpg	Is the movement direction of the closer ship from left to right or from right to left?	A	From right to left	From left to right		
405	spatial_19	spatial	images/spatial/spatial_19.jpg	Between the white-purple hot air balloon and the rightmost hot air balloon, which one is closer to the top of the image with the center of the circumscribed circle as the reference?	B	Purple hot air balloon	Rightmost hot air balloon	They are at the same height	
406	spatial_20	spatial	images/spatial/spatial_20.jpg	Between the red door and the yellow door on two adjacent floors, which color door is on the lower floor?	C	They are on the same floor	Red door	Yellow door	
407	spatial_21	spatial	images/spatial/spatial_21.jpg	How many oranges visually appear outside the ellipse drawn along the edge of the bowl?	D	4	1	3	2
408	spatial_22	spatial	images/spatial/spatial_22.jpg	Between the diagonal intersection points of the rightmost red card in the upper box and those of the leftmost red card in the lower box, which one is closer to the foot of the person below?	A	Red card in the lower box	Red card in the upper box	Both are at the same position	
409	spatial_23	spatial	images/spatial/spatial_23.jpg	Divide the image into four quadrants, using the center of the circle circumscribing the cup's rim as the reference point. How many candles are in the first quadrant?	D	4	1	3	2
410	spatial_24	spatial	images/spatial/spatial_24.jpg	Using the circle circumscribing the plate as the boundary, how many meatballs are outside the circle?	A	2	1	3	4
411	spatial_25	spatial	images/spatial/spatial_25.jpg	Between the person in orange clothing on the far left and the person in yellow-green clothing on the right, based on the center of their clothing's bounding box, who is standing closer to the top of the image?	B	The person in orange clothing	The person in yellow-green clothing	Both are the same	
412	spatial_26	spatial	images/spatial/spatial_26.jpg	Are the stripes on the house wall horizontal or vertical?	B	Vertical	Horizontal		
413	spatial_27	spatial	images/spatial/spatial_27.jpg	How many people are walking on the crosswalk?	C	6	3	4	5
414	spatial_28	spatial	images/spatial/spatial_28.jpg	Using the vertical line at the center of the image as a reference, how many blue lights are on the left side?	C	2	4	3	1
415	spatial_29	spatial	images/spatial/spatial_29.jpg	Using the ground as a reference, is the wooden board oriented east-west or north-south?	A	North-south	East-west		
416	spatial_30	spatial	images/spatial/spatial_30.jpg	Counting from left to right, what is the color of the sail to the right of the fourth white sailboat?	D	Yellow	White	Red	Blue
417	spatial_31	spatial	images/spatial/spatial_31.jpg	What is the color of the clothes worn by the person closest to the goal?	A	Blue	Red	Yellow	White
418	spatial_32	spatial	images/spatial/spatial_32.jpg	Counting from right to left, what is the color of the clothes to the right of the third green clothing item?	B	Orange-yellow	Black	Green	Red
419	spatial_33	spatial	images/spatial/spatial_33.jpg	Based on the center of their bounding boxes, which is closer to the top of the image, the blue object or the red object?	C	They are at the same height	Red object	Blue object	
420	spatial_34	spatial	images/spatial/spatial_34.jpg	Are the wooden planks of the wall horizontal or vertical?	B	Horizontal	Vertical		
421	spatial_35	spatial	images/spatial/spatial_35.jpg	In the row of cars between the second row and the third row of tracks from top to bottom, what is the color of the car to the right of the second green car from right to left?	D	Blue	Yellow	Red	Gray
422	spatial_36	spatial	images/spatial/spatial_36.jpg	In which direction is the center of the inner red circle relative to the center of the outermost blue circle?	C	Lower right	Upper right	Lower left	Upper left
423	spatial_37	spatial	images/spatial/spatial_37.jpg	In table football, which row of players from bottom to top is closest to the right edge?	A	Third row	First row	Second row	Fourth row
424	spatial_38	spatial	images/spatial/spatial_38.jpg	Which ball's center is closer to the top edge of the image, the yellow ball or the gray ball?	A	Yellow ball	Gray ball	They are at the same height	
425	spatial_39	spatial	images/spatial/spatial_39.jpg	Divide the image into four quadrants. Based on the center of the bounding box of the spheres, how many spheres are in the second quadrant?	D	3	2	4	5
426	spatial_40	spatial	images/spatial/spatial_40.jpg	Which is closer to the left or right edge of the image, the right edge of the red cylinder or the right edge of the purple cylinder?	C	Both are the same	Red cylinder	Purple cylinder	
427	spatial_41	spatial	images/spatial/spatial_41.jpg	Based on the center of the bounding box of the objects, which is closer to the top of the image, the red cylinder or the blue cylinder?	B	Blue cylinder	Red cylinder	They are at the same height	
428	spatial_42	spatial	images/spatial/spatial_42.jpg	Based on the position where the spheres touch the ground, how many spheres are in the third quadrant?	D	3	4	1	2
429	spatial_43	spatial	images/spatial/spatial_43.jpg	For the two green cylinders, which one's bounding box center is closer to the edge?	A	The left cylinder	Both are the same	The right cylinder	
430	spatial_44	spatial	images/spatial/spatial_44.jpg	Divide the image into four quadrants, based on the center of the sphere. How many spheres are in the first quadrant?	B	2	3	1	4
431	spatial_45	spatial	images/spatial/spatial_45.jpg	Divide the image into two sides with the center of the image as the boundary. How many spheres are on the left side of the image?	C	2	1	3	4
